"id","name","bid","bname","stars","date","text"
"xk6anvJCFwOREz8GyU_e2Q","Cecilia","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2014-07-19 00:00:00","I must start by saying that we are always looking for new and interesting takes on burgers.  I thought we hit the jackpot with Charr American Burger Bar, sadly that was not the case. 
While the menu is interesting and I was very excited to see that they are  using homemade Garlic knots in lieu of the standard burger bun. We ordered the zucchini wedges and they were a true disappointment,  bland and overcooked.  My husband ordered the Phoenix burger and it was bland. I ordered the Carolina burger,  the burger was also not seasoned, the ""grilled chipolinni onions were ice cold as was the bun, the bacon was precooked (way too far in advance) and it was lukewarm.  The restaurant was not busy with only one person at the bar and one man having lunch, so I was not expecting such a mediocre meal and service.  
Truly dissatisfied & disappointed."
"XnI-AHs6Sf323o913vXObg","Ken","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2016-03-16 00:00:00","first visit to this location at Town Square
last time I went to Gameworks, it used to be a huge location by the MGM

had to meet a client here.....yes she had kids, so had to keep them busy!

this location was a lot smaller than the one that was by the MGM, but was a good place to meet....especially since they have alcohol!

ordered a pretty pathetic looking pizza, with game card of course!
....looked bad, but the kids scarfed it down, so who am I to judge, right?

for adults, we ordered a salad with ranch....just ok
a philly cheesesteak sandwhich....again, just ok, meat kind of dry
and a spinach artichoke dip, again just ok

service was good, and we got to let the kiddies run amok in the game area, so that made it nice

don't think I would come here aside from needing to keep kids occupied though
wasn't anything special food wise, but they do have a full bar, so that is a plus"
"xO2hq8ewoE02dwN9RbMqcQ","Tiffany","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","2","2013-03-30 00:00:00","My husband and I thought ""oh awesome! We love burgers!"" but when we sat down to look at the menu there were only 5 burgers. Odd...since it's a BURGER bar. Oh well... we ordered the Caprese Flatbread and two BBQ burgers. The flatbread was a cold piece of focaccia with tasteless tomatoes and some bland mozzarella. Not impressed.
The burgers were good, messy but good. I was really disappointed that there were so few choices of burgers at this place. Their truffle fries were very good.
The staff...well they didn't seem to care that we were there.

Sadly we won't be back here. They had potential but for the money they won't get a second chance."
"XPkOo_1forYmF5DHhH4oGQ","Anna","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2016-04-22 00:00:00","I have the best memories with the boyfriend at gameworks. Super fun. Go on Tuesdays for double tickets!"
"XszsZOTE72wHCLcebcpeyQ","Polly","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2014-08-25 00:00:00","Okay, so it may not be that big and it's not what most of us had expected but they had to use the space they were given. I have heard they are expanding and since I've been back, they had added several more games along with fixing the broken games. Although they may not have had what I expected, I'm still happy with going to Gameworks and playing their games.

The service is pretty good except I did find it annoying when the barista in the bowling area would rather be texting on her phone or flirting with the one guy behind the bar than serving other customers. I had to ask the bowling attendants to get my drink. I understand it's slow, but it would be nice if someone looked up occasionally. But the rest of the staff are very nice and helpful."
"XtBgcSlQ3ddciNZFV5FTLw","Ofek","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2016-09-10 00:00:00","Walked in the door and greeted with a sour face.   Clearly someone who didn't want to be working.    Not the cheery kids place welcome I was expecting.   Then when I asked for the extra plan she said she already rung me up and couldn't help me.    I asked for the manager who was very pleasant and professional and fixed the issue within seconds.   

If someone doesn't want to work at a people oriented business, choose a different path but don't make your customers feel like you're doing them a favor.   

If it wasn't for the manager I would give this experience a one star."
"xwMj3OiI7Hug4Qcwt3MHNw","Nan","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2016-02-20 00:00:00","We really wanted to love this place. However it was mediocre in every way. It took forever to get waited on, even to get a water!  The alleged in house baked bun was cold and tasteless. The side salad was boring and tasted like preservatives. The main event, the burger, was gross!  The beef was low grade. This was such a disappointment. How do you screw up a burger??"
"xWpI52PuDd0yIE0lc_lPlg","Marilou","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2014-11-24 00:00:00","Gave this place a 2. It does deserve to have a 2 because of where it's located, being the fact that Town Square is my second home. After hours of shopping with the kiddos, they deserve to have their fun. 

Other than that.... This new game works is super boring, not enough games, my kids were bored 20 mins into playing. 

FOOD is crap. They don't even have the option of getting a whole pizza like the old Game Works at MGM. Only a pan size personal pizza for $14. Nachos with ""string"" like shredded chicken which had no taste and hardly anything on them. 

SERVICE. Well, wasn't too great. Had to call her to order and since it was our first time at this location, we had a lot of questions about the menu, and she was a little irritated with our questions. We then finally ordered. We got 2 pepperoni pizzas and chicken nachos. 

She told us if we added $3 more dollars to each of our items, we would get a free play card. So it would've been perfect for not buying more play cards. So we did add the $3 special for the card play, but she didn't mention to us until after we won at least 10,000 points on games that it wouldn't be included on their dinner play cards. 

Not only did the server and this place ruin our dinner, but made my kiddos cry for not getting any prizes they've earned on those games. 

NEVER AGAIN WILL I BE BACK."
"XXN4zUIY-PVRaeqTc8IaaA","Taz","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","5","2017-03-08 00:00:00","This is a Gem in Toronto. Walk in and teleport to a cafe in Morocco, surrounded by calming vibes and aromas. The teas are great here, and many even offer free refills. You also get a large variety of games to play with. It is extremely well priced and the staff is beyond nice. My server explained many of the teas and their origins. Great experience and a must go to for any traveler."
"X_gb6d8uCTQe-5fKhz5tyA","Eileen","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2017-08-16 00:00:00","My husband and I wanted to give our kids one last day of fun before school started back up again so we decided to treat them to a day of fun at Gameworks.    
As we walked in we were greeted by an adorable young lady who explained the different options for purchasing game cards for the children to use to play the games.  I'm not sure which ""package"" my husband purchased but it was the perfect amount for keeping the kids happy and busy for a few hours!  I don't remember the last time my kids had this much fun.  After an hour and a half or so we decided to sit down and grab a bite to eat.  The kids each got a cheeseburger and fries and my husband and I shared a couple of flatbread pizzas.  We were VERY impressed with the quality of the food we received.  Our server, I can't remember her name, was an absolute doll.  The food came out quickly and hot.  We will definitely be back to try more of the menu items in the future.  A manager even stopped by to make sure we were enjoying our visit.

All in all, it was a fantastic experience for my husband and I as well as our kids who have been begging to go back since we left.  Thanks Gameworks!"
"y0PQpwQwp9JzndRzQXyLOg","Omodion","tRVx2c89coruPRwYhGTcTw","Yuzu","1","2017-06-16 00:00:00","I decided to try Yuzu for the first time today based on some of the nice reviews I saw on yelp. Maybe if I ordered something else things might have been different. The Korean beef rice bowl i ordered was not something i would feed to any human being. It was like the chef poured an entire jar of salt in the food."
"y1yfE7_jDkSf_rRPCViNnA","Carrie","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2015-04-06 00:00:00","I want to give this a five star rating based on the games but I can't since their food is awful! I got very sick after eating their nachos. 7/11 has better nachos then here. My husband ordered the wings. They were over cooked and were frozen before being cooked. 

Paid $4.00 for a fountain soda! Can you say way over priced! I recommend only playing the games they have .. However they need more current ones. 
Guess I'm spoiled by Dave & Busters. These 2 don't compare!"
"y2DauXAQxTb0_rBsrS-XDw","Michelle","tRVx2c89coruPRwYhGTcTw","Yuzu","5","2016-08-30 00:00:00","Delicious, creative, refreshing. The bowls are just the perfect amount where you can still enjoy a few cocktails as well."
"y2FlxmJu_9iYsCzKBYv8-Q","George","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2015-08-12 00:00:00","This place has great potentially to be something extraordinary. But the lack of service is one of the worst I've ever seen. I was waiting at the bar for a drink while the bartender chick, ( tall dark hair ) pass by us for a good 15 minutes and through out that time she did not acknowledge us once, not even a simple ( I'll be right with you) she straight out ignore us. I never post reviews on yelp but this by far was the worst well I can't even called it service since I wasn't even helped. The past time I've gone there there is a guy bartender and usually he is on point and his service is phenomenal of they want this place to get regulars and keep more money coming I will suggested hiring a staff full of him cause the rest of the staff is by far the worst service industry people I've met."
